Id,pop
454,64.95139743115755
455,59.20833139800925
456,61.74083291927149
457,61.690984616178774
458,55.70211807402066
459,64.06820859491762
460,60.20356822503238
461,47.191185774202815
462,64.71901191195852
463,69.41501035071737
464,48.89411406814798
465,67.58593149528173
466,54.2736684656455
467,66.03821550608957
468,66.99606818642516
469,63.11006651619638
470,64.79162164130454
471,64.2169893411357
472,63.21962959399821
473,64.41157084199142
474,60.21006483157581
475,63.125387222071765
476,51.44395334229637
477,54.387311719492594
478,52.08833850716485
479,66.31018333269546
480,63.171100444070134
481,58.196074634770234
482,49.195180035227324
483,69.13013400678257
484,67.69431458929516
485,57.20769912532617
486,67.22283376492341
487,69.73477924000264
488,69.01836867828514
489,74.68103422655389
490,61.01983183675439
491,50.85805238413563
492,60.008466251429255
493,65.76668000687717
494,64.22850618725016
495,68.77196690842955
496,63.95160739618218
497,51.97410201778935
498,65.3364631266324
499,59.29434143170347
500,66.6219288935729
501,64.3397276521368
502,55.963350911053894
503,67.39539630097458
504,50.14587424927325
505,68.21344006627923
506,55.227833217112185
507,53.35652899176599
508,53.24221462291503
509,56.21016714276923
510,69.43427390458173
511,58.1086931428699
512,70.84180492151353
513,54.012779986174216
514,63.289303759686454
515,57.56523528597312
516,64.15612962339412
517,67.4720227114643
518,64.64276143144941
519,60.548361246787856
520,70.06822693410015
521,51.17946057629388
522,61.22982858982611
523,63.028261074069434
524,64.98192099387165
525,42.90417346611673
526,56.47548415593459
527,60.37925647667671
528,52.995458276023896
529,70.08567647361757
530,70.76449512336225
531,61.07035397970648
532,60.52214595366073
533,55.75801058309055
534,66.51485730709861
535,56.41250073818936
536,42.2534356926993
537,68.83313587610881
538,57.78080621059726
539,60.32346436272313
540,64.42838688943993
541,65.67597351597718
542,50.70743274289008
543,65.24815785665496
544,47.161237916903886
545,63.42678339922804
546,69.91897059753224
547,66.85773949444615
548,58.8246696640224
549,67.23691035726203
550,57.27176051002526
551,55.98394927007013
552,64.8454567469674
553,43.41644204148065
554,57.01782247481661
555,63.81701161214309
556,70.90361772548317
557,44.64184811505304
558,46.87678901681528
559,76.29932807217637
560,67.4058540829921
561,60.86316119963166
562,51.23991618925529
563,63.120080424048844
564,62.22320345987595
565,63.885443550101606
566,72.06634106327402
567,65.93055287662419
