Id,pop
454,71.14051
455,67.2751
456,52.20294
457,57.715015
458,58.278656
459,66.86531
460,49.883568
461,35.89096
462,65.98478
463,60.336727
464,63.628212
465,63.99965
466,64.767586
467,65.56726
468,68.4545
469,61.433678
470,62.886055
471,59.83059
472,65.59545
473,65.452225
474,50.848164
475,58.864395
476,68.49089
477,44.88684
478,47.74281
479,73.31665
480,59.193798
481,48.22397
482,44.181946
483,72.746796
484,67.648254
485,53.171307
486,66.84254
487,69.31757
488,66.729454
489,71.40703
490,65.95302
491,57.039585
492,66.75747
493,67.747635
494,71.66816
495,60.834705
496,69.263016
497,42.682377
498,66.77244
499,61.147343
500,62.426487
501,52.54764
502,56.749794
503,63.01154
504,45.41226
505,62.64094
506,61.54736
507,52.31381
508,57.759083
509,67.87056
510,65.75175
511,52.715767
512,67.91255
513,38.436096
514,63.332516
515,67.52014
516,66.1208
517,70.253654
518,73.19622
519,67.322136
520,68.469444
521,57.553947
522,60.43357
523,58.84605
524,72.94959
525,59.875565
526,56.280075
527,62.227077
528,51.727806
529,68.08672
530,74.58435
531,68.3899
532,62.990555
533,53.314133
534,68.41973
535,57.667995
536,53.071854
537,64.865944
538,49.4036
539,54.339916
540,68.57622
541,69.88856
542,39.92067
543,73.89558
544,41.87641
545,64.91611
546,70.36355
547,62.504322
548,71.39326
549,64.05036
550,60.600693
551,54.42428
552,61.757496
553,48.634106
554,48.10946
555,59.387268
556,73.99182
557,57.27045
558,51.48998
559,68.689026
560,70.8764
561,64.69938
562,62.056282
563,67.90032
564,60.606632
565,56.677128
566,64.23477
567,66.064445
