Id,pop
454,62.9068125068144
455,63.9490159733716
456,61.42388256299859
457,63.34805308435847
458,55.39306556721852
459,67.9161457663997
460,61.737980900154575
461,52.5194203722488
462,63.12669946539776
463,66.37547668478568
464,52.43641681602918
465,65.40895807932282
466,57.53543770801469
467,65.20206923516625
468,65.741959072051
469,64.28526276438278
470,62.58661560659982
471,63.4000639944577
472,66.33332692445309
473,65.95145812617261
474,63.16112245624989
475,60.93319076967138
476,51.40288711508169
477,58.30109170351493
478,61.20713058433338
479,66.30896038295732
480,64.12085104359338
481,60.19408678532934
482,51.49392137354041
483,68.52190931872575
484,65.36137422516734
485,60.4433627521901
486,67.51114630936209
487,70.5465710382143
488,69.45745072420786
489,68.56525737582488
490,65.2733747986531
491,58.864479138382706
492,63.2065985090787
493,67.20188611739617
494,69.22197129522928
495,65.28209820917266
496,64.93377114709448
497,55.051232947065074
498,65.20267606091213
499,59.55304562961949
500,62.27107331012556
501,64.99864753572975
502,60.82811365854098
503,65.14262672390116
504,55.89037750042583
505,68.40309456017181
506,61.92347556274559
507,58.9761295557838
508,61.05367432194103
509,60.725950239100946
510,67.51238569519501
511,58.150027732965505
512,69.8216599950092
513,58.01287834288163
514,63.585206325195514
515,64.75120021798233
516,65.785956067195
517,66.80521846881129
518,65.54302037467487
519,64.27062834341754
520,65.32051586079784
521,57.649102293800105
522,63.71765911897787
523,62.965196942365296
524,65.64522647024216
525,54.781030556514445
526,58.272467264972995
527,63.63584355045008
528,58.617629319917974
529,69.05993206030634
530,68.67641305565164
531,63.12145601772038
532,61.88732937413856
533,58.47333611662401
534,66.28955875406115
535,61.62819240350521
536,58.84475212111091
537,67.42637756865987
538,60.330007770786274
539,62.12675852951417
540,64.31275920681881
541,65.80931619206177
542,54.11690716218166
543,68.44763934136671
544,48.56591807826923
545,63.66881156637213
546,67.1647424707354
547,66.41697439529385
548,64.59427515234921
549,69.1309503811936
550,62.004369372822104
551,60.78063033692721
552,68.1727178839462
553,48.15537468788919
554,61.11141695495364
555,64.76350755095635
556,66.70856411446148
557,58.86272197633549
558,53.054056543640534
559,70.30732196331164
560,71.25331019126438
561,65.70361582632677
562,60.767354107400315
563,62.53665389583806
564,64.12993988607855
565,65.63519501021754
566,66.60141499400703
567,63.87667161047652
