Id,pop
454,71.92885179185464
455,59.310381600844
456,64.12931681295319
457,63.82371595212033
458,59.37666647165002
459,65.13403287467784
460,59.01968268607201
461,44.31915236134518
462,69.50863269010961
463,68.01432692406776
464,54.51865087060658
465,69.07094549875796
466,55.44095080328123
467,59.60090025146967
468,67.82790778021653
469,66.45997920490383
470,60.0753050181101
471,65.73296727737575
472,64.82671676513958
473,66.8331623734671
474,60.38748887936197
475,68.99886303893273
476,52.384151765266665
477,52.316671232993144
478,45.09200229668578
479,66.40772329547718
480,65.41091058183422
481,61.171216045930024
482,53.11343107272231
483,70.69766346371553
484,72.08880492314226
485,53.24488739852716
486,65.78210485588582
487,72.79470749337543
488,67.34583051796857
489,76.35440585205889
490,61.41806247676376
491,51.370193442350015
492,60.2909497228949
493,65.29262073656685
494,66.70335115996605
495,78.99241801960662
496,61.91393290461906
497,55.439490533455924
498,56.67523474256303
499,61.04780838259443
500,67.69913920341929
501,51.78708707483584
502,57.114935948380264
503,65.40556733883999
504,55.303900899232154
505,72.71765625424192
506,57.18563373762821
507,48.661959395557744
508,60.865868152253086
509,58.046479725039816
510,67.17510831490569
511,52.203180347552454
512,70.81986232215984
513,50.78625965718197
514,65.05368008573464
515,59.80236645815357
516,65.21320399278586
517,67.2036349635819
518,71.22273613315514
519,62.007674480083885
520,66.66892460788628
521,51.097555460555306
522,60.65877781044371
523,62.14336001981199
524,66.59673807014431
525,49.17062165915931
526,54.22478131074101
527,63.3616074533612
528,51.388055168608474
529,67.93476155763202
530,69.71566403404564
531,65.57083930244112
532,66.82073411509101
533,54.05416246676356
534,67.01230993428241
535,59.383308001123574
536,33.39028691591595
537,65.04258109403479
538,53.644318761771885
539,63.25032099116447
540,68.58772752713217
541,67.27713024546392
542,54.017053545214694
543,65.0452711332877
544,49.842519041381735
545,63.39497811219221
546,69.73409921492161
547,68.60413889865922
548,63.674022668616864
549,72.41896367685479
550,63.40159950187657
551,55.434425553769536
552,65.41696992511208
553,48.66678042116553
554,49.8224423202642
555,65.62548070552042
556,72.54335426184684
557,39.7226630195607
558,51.35850359364427
559,71.93344948150205
560,68.35279691659333
561,62.61012807955598
562,45.52175006166007
563,76.47838194888574
564,65.5138472352929
565,60.19172755676145
566,64.41629631093363
567,64.4339564226792
