Id,pop
454,63.65936656858009
455,64.94154176699277
456,62.29016949350127
457,63.869288783317025
458,57.62060433456616
459,67.96380498028181
460,62.325984073851046
461,53.418456641391835
462,64.30315813415663
463,66.70299280651943
464,54.768424396740855
465,66.2582763245842
466,59.056322905278634
467,65.65325759785192
468,65.89871366362853
469,64.76150593034805
470,63.34954645456315
471,64.05651948728239
472,66.35548566767436
473,66.26077121234349
474,63.15505639319487
475,61.399139441616505
476,53.05925665041343
477,58.361756312267715
478,62.01894006516339
479,66.39641109509925
480,64.30626009412099
481,61.24439424152036
482,53.34387021961449
483,68.77197191596437
484,66.36858343972096
485,60.5793152737372
486,67.54617361439638
487,70.40920830990848
488,69.30625133269515
489,68.66867512578638
490,65.12888602348336
491,59.79496653786725
492,63.97526603179132
493,66.99575866235078
494,69.00126434670739
495,65.63787988873398
496,66.09908408081095
497,56.274973408888194
498,65.81939621006777
499,60.89121668187506
500,62.99189408051286
501,65.39918953481983
502,60.8887933064859
503,65.35380554672473
504,57.05580962019198
505,68.49040412471106
506,61.642523319430595
507,59.18444917873927
508,61.87521433215633
509,61.5029124707503
510,67.44042535978403
511,58.25955562330286
512,69.71521577970714
513,58.561252319802676
514,64.02666726480714
515,65.05445867301697
516,66.28600954973778
517,66.60957148462094
518,66.10975294649613
519,64.46975198664
520,65.75178913098216
521,58.53972168371673
522,63.33723331291578
523,63.31094877711914
524,65.9138272988917
525,56.55512172606161
526,59.00959557321775
527,64.26979857650466
528,59.285484688443354
529,68.8467771391832
530,68.74204750054285
531,64.36132326411146
532,62.600275335938086
533,58.69952915423863
534,66.62776119101659
535,62.85061363048615
536,59.640618499350744
537,67.54065594080696
538,61.048716122711916
539,62.73931886897635
540,64.85462817577056
541,65.89461578370384
542,55.53648249332596
543,68.84544519351148
544,50.987298850168116
545,64.86619989525967
546,67.40195361058248
547,66.50951954045819
548,64.38653259162007
549,69.13214566589532
550,62.38672453866723
551,60.73925702000357
552,68.13232100768285
553,50.80333868832565
554,61.903637992029026
555,64.81628264223775
556,67.22368993267864
557,59.53725358015815
558,54.57481156944814
559,70.10753965935596
560,71.16332621890906
561,65.67455586447237
562,61.89184437094036
563,63.29813686184177
564,64.38635214349246
565,66.06551681500517
566,66.79727062975876
567,64.09779895717095
